"Date received",Product,Sub-product,Company,State,"ZIP code","Consumer consent provided?","Submitted via","Company response to consumer","Timely response?","Consumer disputed?"
2014-03-20,"Debt collection","I do not know","Resolve Solution Services Corporation",VA,22201,,Web,"Closed with explanation",1,0
2015-11-18,"Debt collection","Other (i.e. phone, health club, etc.)",MoneyGram,TX,75126,"Consent not provided",Web,"Closed with explanation",1,0
2016-04-12,Mortgage,"Conventional fixed mortgage","Ditech Financial LLC",NJ,070XX,"Consent provided",Web,"Closed with explanation",1,0
2013-07-22,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",CA,92119,,Web,"Closed with explanation",1,1
2014-10-10,"Credit reporting",,Experian,TN,38104,,Web,"Closed with non-monetary relief",1,0
2016-07-06,"Debt collection",Medical,"American Adjustment Bureau, Inc",CT,293XX,"Consent provided",Web,"Closed with explanation",1,0
2016-11-28,"Debt collection","Other (i.e. phone, health club, etc.)","Calvary portfolio",TX,77598,"Consent not provided",Web,"Untimely response",0,
2013-11-20,"Debt collection","I do not know","Expert Global Solutions, Inc.",TX,75965,,Web,"Closed with explanation",1,1
2015-09-24,Mortgage,"Conventional fixed mortgage","Caliber Home Loans, Inc",CO,801XX,"Consent provided",Web,"Closed with monetary relief",1,0
2015-03-17,"Credit reporting",,"Senex Services Corp.",OH,45205,,Web,"Closed with explanation",1,0
2015-10-23,"Bank account or service","Checking account","JPMorgan Chase & Co.",IL,60647,,Referral,"Closed with explanation",1,0
2013-02-21,Mortgage,"Other mortgage","Nationstar Mortgage",GA,30066,,Fax,"Closed with explanation",1,0
2012-11-29,Mortgage,"Conventional fixed mortgage","PHH Mortgage",NV,89044,,Web,"Closed with non-monetary relief",1,0
2012-10-26,"Credit reporting",,Equifax,NY,12210,,Web,"Closed with explanation",1,0
2013-10-23,"Credit reporting",,Experian,CO,80503,,Web,"Closed with explanation",1,1
2012-11-13,Mortgage,"Conventional adjustable mortgage (ARM)","Specialized Loan Servicing LLC",CA,90069,,Referral,Closed,1,0
2016-03-30,"Credit reporting",,Equifax,TX,79762,"Consent not provided",Web,"Closed with explanation",1,0
2013-04-15,Mortgage,"Other mortgage","SunTrust Banks, Inc.",FL,34983,,Referral,"Closed with explanation",1,0
2015-07-24,"Credit reporting",,Equifax,CA,92563,,"Postal mail","Closed with explanation",1,0
2016-10-18,Mortgage,"FHA mortgage","JPMorgan Chase & Co.",WA,986XX,"Consent provided",Web,"Closed with explanation",1,1
2014-10-14,Mortgage,"Conventional fixed mortgage","JPMorgan Chase & Co.",NY,11435,,Web,"Closed with explanation",1,0
2014-07-29,"Credit reporting",,Equifax,NV,89512,,Web,"Closed with non-monetary relief",1,0
2013-02-06,Mortgage,"Conventional adjustable mortgage (ARM)","Bank of America",GA,30135,,Web,"Closed with explanation",1,1
2016-08-01,"Bank account or service","Checking account",Citibank,TX,799XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2016-03-29,"Debt collection","I do not know","Transworld Systems Inc.",AL,35741,"Consent not provided",Web,"Closed with explanation",1,0
2016-08-05,"Bank account or service","Checking account",Citibank,FL,327XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2012-11-30,"Bank account or service","Checking account","Regions Financial Corporation",AL,35645,,Referral,"Closed with monetary relief",1,0
2012-06-11,"Credit card",,"Capital One",IA,52544,,Phone,"Closed with monetary relief",1,1
2016-05-12,"Bank account or service","Checking account","Capital One",NY,11501,,Referral,"Closed with explanation",1,0
2016-02-03,"Debt collection",Medical,"Ray Klein, Inc.",OR,97477,"Consent not provided",Web,Closed,1,0
2014-09-09,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",TX,75216,,Fax,"Closed with explanation",1,0
2014-09-15,"Debt collection","I do not know","Receivables Management Group, Inc. (MN)",FL,32837,,Web,"Closed with explanation",0,0
2016-11-29,Mortgage,"Conventional fixed mortgage","Prospect Mortgage",LA,70065,,Phone,"Untimely response",0,
2015-09-29,"Credit card",,"Wells Fargo & Company",PA,191XX,"Consent provided",Web,"Closed with explanation",1,0
2014-09-02,Mortgage,"Other mortgage","JPMorgan Chase & Co.",CA,91405,,Referral,"Closed with explanation",1,1
2014-07-14,"Debt collection",Auto,"Expert Global Solutions, Inc.",CA,90301,,Web,"Closed with explanation",1,0
2015-01-14,"Bank account or service","Other bank product/service",Comerica,CA,92626,,Web,"Closed with explanation",1,0
2016-08-03,Mortgage,"VA mortgage","Freedom Mortgage",NC,270XX,"Consent provided",Web,"Closed with explanation",1,0
2016-04-14,"Debt collection","Other (i.e. phone, health club, etc.)","Afni, Inc.",TN,381XX,"Consent provided",Web,"Closed with explanation",1,0
2014-12-30,Mortgage,"Conventional adjustable mortgage (ARM)","Wells Fargo & Company",MD,20850,,Web,"Closed with explanation",1,1
2016-09-23,"Debt collection",Medical,"Capio Partners, LLC",VA,24112,"Consent not provided",Web,"Closed with non-monetary relief",1,0
2013-04-16,"Credit reporting",,Equifax,CA,93274,,"Postal mail","Closed with non-monetary relief",1,0
2014-07-30,Mortgage,"Other mortgage","Bank of America",,,,Referral,"Closed with explanation",1,0
2014-04-21,Mortgage,"Home equity loan or line of credit","Bank of America",TN,37803,,Web,"Closed with explanation",1,0
2014-01-30,"Credit reporting",,Experian,CA,92026,,Web,"Closed with non-monetary relief",1,0
2013-03-12,"Bank account or service","Savings account","The Huntington National Bank",MI,48184,,Phone,"Closed with explanation",1,1
2014-12-12,"Credit reporting",,Innovis,GA,30088,,"Postal mail","Closed with explanation",1,0
2016-07-29,Mortgage,"Other mortgage","Prospect Mortgage",CA,94590,,Referral,"Closed with explanation",1,0
2013-11-11,"Debt collection","Credit card",Citibank,CA,95376,,Web,"Closed with non-monetary relief",1,0
2015-08-12,"Credit card",,"Barclays PLC",OH,44116,,Referral,"Closed with explanation",1,0
2015-02-24,Mortgage,"FHA mortgage","Bayview Loan Servicing, LLC",FL,33322,,Web,"Closed with explanation",1,0
2015-05-03,Mortgage,"Conventional adjustable mortgage (ARM)","Ditech Financial LLC",CT,066XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2014-03-22,Mortgage,"Conventional fixed mortgage","Select Portfolio Servicing, Inc",CA,94806,,Web,"Closed with explanation",1,1
2014-06-16,Mortgage,"Home equity loan or line of credit","JPMorgan Chase & Co.",FL,45714,,Web,"Closed with explanation",1,0
2013-04-11,"Credit reporting",,Experian,KY,41072,,Web,"Closed with explanation",1,0
2016-08-31,"Debt collection",Auto,"Exeter Finance Corp",MO,63118,,"Postal mail","Closed with explanation",1,0
2016-05-25,Mortgage,"Other mortgage","Quality Loan Service Corporation",WA,98033,,Referral,"Closed with explanation",1,0
2014-06-18,"Credit card",,"Synchrony Financial",IN,37307,,"Postal mail","Closed with explanation",1,0
2014-12-18,"Debt collection","I do not know","Real Time Resolutions",IL,60445,,Web,"Closed with explanation",1,1
2016-05-13,"Bank account or service","Other bank product/service","USAA Savings",NV,89107,,Phone,"Closed with explanation",1,0
2016-11-14,Mortgage,"Other mortgage","Capital One",LA,70403,,Referral,"Closed with explanation",1,0
2012-11-28,Mortgage,"Conventional fixed mortgage",LoanDepot,DC,20015,,Web,"Closed with explanation",1,0
2016-04-27,Mortgage,"Other mortgage","Select Portfolio Servicing, Inc",CA,921XX,"Consent provided",Web,"Closed with explanation",1,0
2016-02-17,"Credit reporting",,"USAA Savings",AZ,85257,,Referral,"Closed with explanation",1,0
2012-11-05,"Credit card",,"Synchrony Financial",CA,90056,,Web,"Closed with monetary relief",1,0
2013-08-16,"Debt collection",Mortgage,"Ditech Financial LLC",MD,21037,,Web,"Closed with explanation",1,1
2012-08-01,"Credit card",,"JPMorgan Chase & Co.",IL,60004,,Web,"Closed with monetary relief",1,0
2016-06-20,Mortgage,"Other mortgage","Wells Fargo & Company",VA,22101,,Referral,"Closed with explanation",1,0
2015-11-17,"Debt collection","Credit card","Synchrony Financial",SC,29732,"Consent not provided",Web,"Closed with explanation",1,0
2012-06-13,"Bank account or service","Checking account","Bank of America",CT,6470,,Referral,"Closed with monetary relief",1,0
2013-08-15,Mortgage,"Conventional fixed mortgage","Nationstar Mortgage",VA,23072,,Web,"Closed with explanation",1,1
2014-09-06,"Credit reporting",,Experian,OH,44108,,Web,"Closed with explanation",1,0
2015-06-19,"Debt collection","Credit card","JPMorgan Chase & Co.",NY,11236,,Referral,"Closed with explanation",1,0
2013-11-05,"Debt collection","Other (i.e. phone, health club, etc.)","Encore Capital Group",FL,32225,,Web,"Closed with explanation",1,1
2012-12-20,Mortgage,"FHA mortgage","Bank of America",CA,94612,,Web,"Closed with explanation",1,1
2012-03-30,"Bank account or service","Checking account","Wells Fargo & Company",PA,17104,,Phone,"Closed without relief",1,0
2014-10-12,Mortgage,"Other mortgage","Nationstar Mortgage",GA,30269,,Web,"Closed with explanation",1,1
2013-09-06,"Credit reporting",,Experian,TX,77083,,Web,"Closed with non-monetary relief",1,0
2012-12-20,Mortgage,"Other mortgage","Wells Fargo & Company",FL,33184,,Referral,"Closed with explanation",1,0
2014-05-03,"Debt collection","Credit card","JPMorgan Chase & Co.",NY,11373,,Web,"Closed with explanation",1,0
2014-04-15,"Debt collection",Auto,"Ally Financial Inc.",TN,37013,,Web,"Closed with explanation",1,0
2012-08-21,Mortgage,"Other mortgage",Ocwen,TX,77478,,Referral,"Closed with explanation",1,1
2013-06-11,Mortgage,"Other mortgage","BMO Harris",WI,54646,,"Postal mail","Closed with explanation",1,1
2014-05-31,"Debt collection","Credit card","Synchrony Financial",AZ,85712,,Web,"Closed with monetary relief",1,1
2014-01-03,Mortgage,"Conventional fixed mortgage","Flagstar Bank",FL,32256,,Web,"Closed with explanation",1,0
2015-04-28,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",GA,30066,,Referral,"Closed with explanation",1,0
2014-04-28,"Credit reporting",,Experian,IL,60626,,Web,"Closed with explanation",1,
2016-06-08,"Debt collection","Payday loan","Clear Debt Solutions, LLC",AL,366XX,"Consent provided",Web,"Closed with explanation",1,0
2014-04-10,"Debt collection","Other (i.e. phone, health club, etc.)","Expert Global Solutions, Inc.",IL,60067,,Referral,"Closed with explanation",1,0
2013-01-26,Mortgage,"FHA mortgage","JPMorgan Chase & Co.",NY,14454,,Web,"Closed with explanation",1,1
2016-10-05,Mortgage,"Other mortgage","Wells Fargo & Company",GA,30024,,Referral,"Closed with explanation",1,0
2016-04-15,"Credit card",,"Barclays PLC",PA,19140,,"Postal mail","Closed with explanation",1,0
2015-07-12,"Credit reporting",,Equifax,CO,802XX,"Consent provided",Web,"Closed with explanation",1,1
2015-10-05,"Credit card",,"Capital One",TN,38474,,Referral,"Closed with explanation",1,0
2013-05-14,Mortgage,"Conventional adjustable mortgage (ARM)","HSBC North America Holdings Inc.",GA,30281,,Web,"Closed with explanation",1,1
2016-08-17,"Credit card",,Amex,OR,97524,,"Postal mail","Closed with explanation",1,0
2015-10-27,"Credit reporting",,Experian,AL,352XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2014-11-28,"Credit reporting",,Experian,MO,63830,,"Postal mail","Closed with explanation",1,0
2015-02-18,"Credit reporting",,Equifax,PA,19116,,Web,"Closed with explanation",1,1
2014-03-23,"Credit reporting",,Equifax,GA,30087,,Web,"Closed with explanation",1,0
2014-06-10,"Debt collection","I do not know","Blueshore Recovery",VA,23523,,Web,"Closed with explanation",1,0
2016-03-11,Mortgage,"VA mortgage","PHH Mortgage",MD,20902,"Consent not provided",Web,"Closed with explanation",1,0
2016-12-16,"Bank account or service","Checking account","Wells Fargo & Company",FL,337XX,,Web,"Closed with explanation",0,
2014-07-22,"Credit reporting",,Equifax,NC,27526,,Web,"Closed with explanation",1,1
2013-10-03,Mortgage,"Other mortgage","Loan Care",NY,10452,,Referral,"Closed with explanation",1,0
2012-12-18,"Credit card",,"Wells Fargo & Company",IA,50316,,Phone,"Closed with explanation",1,0
2016-04-06,"Credit card",,Citibank,NC,28078,,Phone,"Closed with monetary relief",1,0
2016-12-20,"Credit reporting",,Experian,FL,33016,"Consent not provided",Web,"Closed with explanation",1,
2014-05-16,Mortgage,"Conventional fixed mortgage","Bank of America",,,,Web,"Closed with explanation",1,1
2013-08-08,"Debt collection","Non-federal student loan","ECMC Group, Inc.",GA,30122,,Phone,"Closed with explanation",1,1
2015-01-29,"Debt collection",Medical,"Transworld Systems Inc.",FL,33848,,Fax,"Closed with explanation",1,0
2013-01-08,Mortgage,"Other mortgage","Bank of America",FL,33056,,Referral,"Closed with explanation",0,0
2013-02-22,"Credit card",,"Capital One",VA,20110,,Web,"Closed with monetary relief",1,0
2016-09-08,Mortgage,"VA mortgage","Wells Fargo & Company",AZ,853XX,"Consent provided",Web,"Closed with explanation",1,1
2016-10-26,Mortgage,"Conventional adjustable mortgage (ARM)","Bank of America",NJ,7052,"Consent not provided",Web,"Closed with explanation",1,0
2016-04-19,"Debt collection","Other (i.e. phone, health club, etc.)","Diversified Consultants, Inc.",TN,37917,"Consent not provided",Web,"Closed with explanation",1,0
2014-10-15,"Bank account or service","Other bank product/service","Bank of America",PA,15314,,Web,"Closed with explanation",1,0
2014-08-06,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",NC,27510,,Web,"Closed with non-monetary relief",1,0
2016-11-08,"Credit card",,Amex,CA,945XX,"Consent provided",Web,"Closed with explanation",1,1
2016-03-09,Mortgage,"Conventional adjustable mortgage (ARM)","JPMorgan Chase & Co.",CA,94518,,Referral,"Closed with explanation",1,0
2013-03-05,"Bank account or service","Other bank product/service","U.S. Bancorp",OR,97219,,Referral,"Closed with explanation",1,0
2014-08-25,Mortgage,"Conventional fixed mortgage","Bank of America",WI,53222,,Phone,"Closed with explanation",1,0
2013-02-01,"Bank account or service","Checking account","Wells Fargo & Company",FL,32097,,Referral,"Closed with explanation",1,0
2015-12-21,Mortgage,"Reverse mortgage","Wells Fargo & Company",NY,10710,,Phone,"Closed with explanation",1,0
2013-10-29,Mortgage,"FHA mortgage","Bank of America",FL,33897,,Web,"Closed with explanation",1,0
2016-01-20,"Debt collection","Credit card",Citibank,TX,760XX,"Consent provided",Web,"Closed with explanation",1,0
2012-04-06,"Credit card",,"Capital One",TX,79932,,Web,"Closed without relief",1,1
2013-04-11,Mortgage,"Other mortgage","Bank of America",NY,11530,,"Postal mail","Closed with explanation",1,0
2016-02-18,"Credit reporting",,Equifax,MO,641XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2012-10-31,Mortgage,"Conventional adjustable mortgage (ARM)","Wells Fargo & Company",CA,92706,,Web,"Closed with explanation",1,0
2016-06-01,"Bank account or service","(CD) Certificate of deposit","BBVA Compass",TX,77449,,Referral,"Closed with explanation",1,0
2013-10-22,"Credit reporting",,Experian,GA,30043,,Web,"Closed with explanation",1,0
2013-03-14,Mortgage,"Other mortgage","Nationstar Mortgage",NY,11776,,Referral,"Closed with explanation",1,0
2013-12-19,"Bank account or service","(CD) Certificate of deposit","Wells Fargo & Company",TX,78633,,Referral,"Closed with monetary relief",1,0
2015-10-28,"Credit card",,Amex,NY,11230,,Referral,"Closed with explanation",1,0
2015-02-28,Mortgage,"FHA mortgage","Nationstar Mortgage",CA,95648,,Web,"Closed with explanation",1,0
2014-07-08,"Debt collection","I do not know","First National Collection Bureau, Inc.",CA,90505,,Web,"Closed with explanation",1,1
2015-09-23,"Credit card",,Citibank,CA,95070,"Consent not provided",Web,"Closed with non-monetary relief",1,0
2013-05-14,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",CT,6615,,Referral,"Closed with explanation",1,0
2016-04-12,"Credit card",,"U.S. Bancorp",NY,11726,,"Postal mail","Closed with explanation",1,0
2012-05-21,Mortgage,"Other mortgage","Bank of America",NM,87031,,Referral,"Closed without relief",1,0
2012-10-30,"Credit reporting",,Equifax,OH,43147,,"Postal mail","Closed with explanation",1,0
2014-09-16,"Bank account or service","Other bank product/service","Bank of America",NY,10963,,Referral,"Closed with explanation",1,0
2016-08-11,Mortgage,"Conventional fixed mortgage","Ditech Financial LLC",TN,376XX,"Consent provided",Web,"Closed with explanation",1,1
2015-07-16,"Bank account or service","Other bank product/service","Bank of America",OK,73118,,Referral,"Closed with explanation",1,0
2016-11-04,"Debt collection","Other (i.e. phone, health club, etc.)","Perfection Collection",LA,712XX,"Consent provided",Web,Closed,0,0
2016-03-27,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",NY,11369,"Consent not provided",Web,"Closed with explanation",1,0
2014-04-15,"Credit card",,"Bank of America",CT,6831,,Web,"Closed with monetary relief",1,0
2016-03-09,Mortgage,"Other mortgage","Rushmore Loan Management Services LLC",CO,80013,,Referral,"Closed with explanation",1,0
2016-07-08,"Credit reporting",,Experian,PA,18612,,Phone,"Closed with explanation",1,0
2015-08-03,"Debt collection","Other (i.e. phone, health club, etc.)","Credit Protection Association, L.P.",FL,336XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2014-08-11,"Credit reporting",,Equifax,FL,34986,,Web,"Closed with explanation",1,1
2016-08-02,"Debt collection","Other (i.e. phone, health club, etc.)",ERC,CA,902XX,"Consent provided",Web,Closed,1,0
2013-06-13,Mortgage,"Other mortgage","Select Portfolio Servicing, Inc",SC,29577,,Referral,"Closed with explanation",1,0
2014-03-03,Mortgage,"Conventional adjustable mortgage (ARM)",Ocwen,CA,90010,,Web,"Closed with explanation",1,1
2015-04-16,Mortgage,"Conventional adjustable mortgage (ARM)","Bank of America",WA,981XX,"Consent provided",Web,"Closed with explanation",1,1
2015-05-04,Mortgage,"Other mortgage","JPMorgan Chase & Co.",MA,1906,,Referral,"Closed with explanation",1,1
2014-04-08,"Bank account or service","Checking account","Wells Fargo & Company",CA,91105,,Web,"Closed with monetary relief",1,0
2014-11-17,Mortgage,"Conventional fixed mortgage","Ditech Financial LLC",MA,2703,,Web,"Closed with explanation",1,1
2014-07-06,Mortgage,"Other mortgage","Select Portfolio Servicing, Inc",FL,32446,,Web,"Closed with explanation",1,0
2013-09-14,"Debt collection","I do not know","Cavalry Investments, LLC",ND,58103,,Web,"Closed with explanation",1,0
2016-11-28,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",AZ,850XX,"Consent provided",Web,"Closed with explanation",1,1
2015-02-18,"Debt collection","Credit card","Platinum Holdings Group, LLC",AL,35209,,Web,"Closed with explanation",0,0
2016-04-07,"Credit reporting",,Experian,NM,875XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2014-10-11,"Bank account or service","Checking account","U.S. Bancorp",CA,90018,,Web,"Closed with explanation",1,1
2014-09-09,"Credit reporting",,Experian,GA,30044,,Web,"Closed with explanation",1,0
2012-02-16,Mortgage,"Other mortgage",Ocwen,WI,53719,,Referral,"Closed with relief",1,0
2014-06-11,"Credit reporting",,Experian,CA,95821,,Web,"Closed with explanation",1,0
2016-02-16,"Credit reporting",,Equifax,DE,19720,"Consent not provided",Web,"Closed with explanation",1,0
2015-02-27,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",NV,89147,,"Postal mail","Closed with explanation",1,0
2015-06-10,"Debt collection",Auto,"Toyota Motor Credit Corporation",NJ,085XX,"Consent provided",Web,"Closed with explanation",1,1
2015-12-24,Mortgage,"Conventional fixed mortgage","Bank of America",NY,109XX,"Consent provided",Web,"Closed with non-monetary relief",1,1
2012-04-05,Mortgage,"VA mortgage","PNC Bank N.A.",KY,41139,,Phone,"Closed without relief",1,1
2014-07-07,Mortgage,"Conventional fixed mortgage","Ditech Financial LLC",IL,60634,,Web,"Closed with explanation",1,0
2014-01-30,Mortgage,"Conventional fixed mortgage","Bank of America",WV,25427,,Web,"Closed with explanation",1,1
2016-12-02,"Credit card",,Citibank,MD,212XX,"Consent provided",Web,"Closed with monetary relief",1,
2014-08-28,"Debt collection","Payday loan","CashCall, Inc.",CA,90044,,Phone,"Closed with explanation",1,0
2014-03-14,"Bank account or service","Checking account","Wells Fargo & Company",GA,30084,,Web,"Closed with explanation",1,0
2014-02-07,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",FL,33076,,Web,"Closed with non-monetary relief",1,0
2012-09-13,"Credit card",,"Bank of America",OK,73120,,Referral,"Closed with explanation",1,1
2015-07-14,"Credit card",,"Capital One",NV,894XX,"Consent provided",Web,"Closed with explanation",1,0
2012-04-10,Mortgage,"Conventional fixed mortgage",Ocwen,UT,84045,,Web,"Closed without relief",1,0
2014-10-23,Mortgage,"VA mortgage","PNC Bank N.A.",NC,28472,,Referral,"Closed with explanation",1,0
2013-08-20,"Debt collection","Other (i.e. phone, health club, etc.)","Expert Global Solutions, Inc.",CA,91101,,Referral,"Closed with explanation",1,0
2015-06-19,"Debt collection","Other (i.e. phone, health club, etc.)","Convergent Resources, Inc.",NY,11432,,Referral,"Closed with explanation",1,0
2014-01-09,"Bank account or service","Checking account","People's United Bank",CT,6614,,Referral,"Closed with explanation",1,0
2015-09-14,"Credit card",,"JPMorgan Chase & Co.",VA,20111,"Consent not provided",Web,"Closed with explanation",1,1
2015-06-28,"Debt collection","Other (i.e. phone, health club, etc.)","Mullooly Jeffrey Rooney & Flynn",NY,119XX,"Consent provided",Web,"Closed with explanation",1,1
2015-08-10,"Credit reporting",,Equifax,CA,920XX,"Consent provided",Web,"Closed with explanation",1,0
2016-01-08,"Debt collection","I do not know","Premier Portfolio Group",TN,37862,"Consent not provided",Web,"Closed with explanation",1,1
2012-04-05,"Credit card",,"JPMorgan Chase & Co.",OH,45429,,"Postal mail","Closed without relief",1,1
2014-11-18,"Debt collection","Credit card","GC Services Limited Partnership",NY,10016,,Web,"Closed with explanation",1,0
2015-01-22,"Bank account or service","Checking account","Bank of America",IL,60156,,Referral,"Closed with monetary relief",1,0
2015-02-13,"Debt collection","Other (i.e. phone, health club, etc.)","Global Payments Check Services, Inc.",KY,40222,,"Postal mail","Closed with explanation",1,0
2015-10-28,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",MA,020XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2015-05-23,"Credit card",,Citibank,GA,300XX,"Consent provided",Web,"Closed with explanation",1,1
2016-08-16,"Debt collection","Other (i.e. phone, health club, etc.)","Merchants and Professional Bureau, Inc.",TX,78746,"Consent not provided",Web,"Closed with explanation",1,0
2014-04-23,Mortgage,"Other mortgage","Carrington Mortgage Holdings, LLC.",NY,11722,,Referral,"Closed with explanation",1,0
2016-06-29,Mortgage,"Conventional fixed mortgage",Ocwen,GA,30296,,Phone,"Closed with explanation",1,0
2014-09-15,"Credit card",,"Synchrony Financial",NV,89451,,Web,"Closed with explanation",1,0
2016-04-11,"Credit card",,Discover,IN,47807,,"Postal mail","Closed with monetary relief",1,0
2015-09-08,Mortgage,"Other mortgage","American Neighborhood Mortgage Acceptance Company LLC",NJ,8081,,Phone,"Closed with monetary relief",0,0
2015-06-18,"Credit reporting",,Equifax,NY,11209,"Consent not provided",Web,"Closed with explanation",1,0
2014-08-18,"Debt collection","I do not know","Resurgent Capital Services L.P.",NH,3079,,Web,Closed,1,0
2015-11-16,Mortgage,"Conventional fixed mortgage","Select Portfolio Servicing, Inc",FL,33313,"Consent not provided",Web,"Closed with explanation",1,1
2012-08-31,Mortgage,"Other mortgage","BB&T Financial",VA,23462,,Referral,"Closed with explanation",1,0
2016-07-22,"Debt collection","I do not know","Global Asset Management Group, Inc.",IL,62863,"Consent not provided",Web,"Closed with explanation",1,0
2014-08-12,Mortgage,"Conventional fixed mortgage",Ocwen,CA,91604,,Web,"Closed with explanation",1,1
2013-09-09,Mortgage,"VA mortgage","PHH Mortgage",GA,31804,,Web,"Closed with explanation",1,0
2012-11-01,"Credit card",,"USAA Savings",IL,61114,,"Postal mail","Closed with explanation",1,1
2016-05-24,"Credit card",,"JPMorgan Chase & Co.",PA,191XX,"Consent provided",Web,"Closed with explanation",1,0
2014-07-22,"Credit reporting",,Experian,PA,19426,,Web,"Closed with non-monetary relief",1,1
2012-06-07,Mortgage,"Other mortgage","Wells Fargo & Company",NC,28609,,Referral,"Closed with explanation",1,0
2015-02-27,"Credit card",,"JPMorgan Chase & Co.",CA,90057,,Web,"Closed with explanation",1,0
2015-12-22,"Debt collection",Medical,"Dynamic Recovery Solutions, LLC",WV,254XX,"Consent provided",Web,"Closed with non-monetary relief",1,1
2014-09-25,Mortgage,"Conventional fixed mortgage","Ditech Financial LLC",GA,30344,,Web,"Closed with explanation",1,0
2015-09-09,"Bank account or service","Checking account",KeyCorp,OR,97218,,Referral,"Closed with explanation",1,0
2013-01-23,"Bank account or service","Checking account","Bank of America",NJ,8741,,Fax,"Closed with monetary relief",1,0
2015-07-24,"Credit reporting",,Experian,FL,330XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2014-08-21,"Credit card",,"Synchrony Financial",WA,99352,,Web,"Closed with monetary relief",1,0
2013-01-15,"Credit reporting",,Equifax,OR,97007,,Web,"Closed with non-monetary relief",1,0
2015-09-25,"Credit reporting",,Equifax,VA,244XX,"Consent provided",Web,"Closed with explanation",1,0
2016-04-17,"Debt collection","Credit card","Portfolio Recovery Associates, Inc.",TN,370XX,"Consent provided",Web,"Closed with explanation",1,0
2012-04-05,Mortgage,"Conventional fixed mortgage","Synchrony Financial",AZ,85295,,Web,"Closed without relief",1,0
2016-10-28,"Bank account or service","Other bank product/service","Wells Fargo & Company",TX,750XX,"Consent provided",Web,"Closed with explanation",0,
2016-02-11,Mortgage,"Conventional adjustable mortgage (ARM)","Nationstar Mortgage",CA,920XX,"Consent provided",Web,"Closed with explanation",1,0
2016-11-04,"Bank account or service","Checking account","Wells Fargo & Company",CA,92056,"Consent not provided",Web,"Closed with explanation",0,1
2014-04-28,"Credit reporting",,Equifax,GA,30034,,Web,"Closed with explanation",1,0
2014-07-14,Mortgage,"Other mortgage","Bank of America",NY,13502,,Referral,"Closed with explanation",1,0
2016-05-10,"Credit reporting",,Experian,LA,71334,"Consent not provided",Web,"Closed with explanation",1,0
2014-09-09,"Credit card",,Citibank,NC,28273,,Web,"Closed with explanation",1,0
2015-02-27,"Debt collection","Other (i.e. phone, health club, etc.)",ERC,IL,60618,,Phone,"Closed with non-monetary relief",1,0
2013-09-24,Mortgage,"Conventional fixed mortgage","JPMorgan Chase & Co.",MI,49546,,Web,"Closed with explanation",1,1
2015-08-26,"Bank account or service","Checking account","Bank of America",NJ,7109,,Referral,"Closed with explanation",1,0
2015-05-27,"Credit reporting",,Experian,HI,96766,,Referral,"Closed with non-monetary relief",1,0
2014-06-16,"Bank account or service","(CD) Certificate of deposit","JPMorgan Chase & Co.",,,,Referral,"Closed with explanation",1,1
2015-03-23,Mortgage,"Conventional fixed mortgage","Wells Fargo & Company",MN,55438,,Referral,"Closed with explanation",1,1
2016-03-21,"Credit reporting",,Equifax,WI,53716,,Phone,"Closed with explanation",1,0
2014-02-13,"Debt collection",Auto,"Convergent Resources, Inc.",GA,30213,,Web,"Closed with explanation",1,0
2015-04-15,"Credit reporting",,Experian,KS,66409,"Consent not provided",Web,"Closed with non-monetary relief",1,0
2016-09-28,"Credit reporting",,Equifax,FL,33647,"Consent not provided",Web,"Closed with explanation",1,1
2015-11-03,Mortgage,"Other mortgage","Atlantic Pacific Mortgage Corporation",NJ,8875,,Referral,"Closed with explanation",1,0
2014-07-28,"Credit reporting",,Equifax,FL,32578,,Web,"Closed with explanation",1,1
2016-06-21,"Bank account or service","(CD) Certificate of deposit","Synchrony Financial",CA,941XX,"Consent provided",Web,"Closed with explanation",1,0
2015-07-05,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",GA,30609,"Consent not provided",Web,"Closed with explanation",1,0
2015-01-29,"Debt collection","Payday loan","Debt Restoration Services",CA,92551,,Web,"Closed with explanation",1,0
2013-04-26,"Bank account or service","Other bank product/service","Santander Bank US",CT,6424,,Referral,"Closed with explanation",1,1
